Station Name,Time Period,Avg Daily Entries,December_21_2024,Season
Anacostia,Evening (7pm-12am),0.2K,March_06_2024,Spring
Addison Road,Evening (7pm-12am),0.1K,March_06_2024,Spring
Woodley Park,PM Peak (3pm-7pm),0.8K,March_06_2024,Spring
Wiehle-Reston East,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Wheaton,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
West Hyattsville,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
West Falls Church,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Waterfront,PM Peak (3pm-7pm),1.2K,March_06_2024,Spring
Virginia Sq-GMU,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Vienna,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Van Ness-UDC,PM Peak (3pm-7pm),0.9K,March_06_2024,Spring
Van Dorn Street,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Union Station,PM Peak (3pm-7pm),6.3K,March_06_2024,Spring
U Street,PM Peak (3pm-7pm),1.4K,March_06_2024,Spring
Tysons,PM Peak (3pm-7pm),1.0K,March_06_2024,Spring
Twinbrook,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Tenleytown-AU,PM Peak (3pm-7pm),2.0K,March_06_2024,Spring
Takoma,PM Peak (3pm-7pm),1.3K,March_06_2024,Spring
Suitland,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Stadium-Armory,PM Peak (3pm-7pm),0.7K,March_06_2024,Spring
Spring Hill,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Southern Ave,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Smithsonian,PM Peak (3pm-7pm),2.8K,March_06_2024,Spring
Silver Spring,PM Peak (3pm-7pm),1.7K,March_06_2024,Spring
Shaw-Howard U,PM Peak (3pm-7pm),1.1K,March_06_2024,Spring
Shady Grove,PM Peak (3pm-7pm),0.9K,March_06_2024,Spring
Rosslyn,PM Peak (3pm-7pm),3.4K,March_06_2024,Spring
Ronald Reagan Washington National Airport,PM Peak (3pm-7pm),1.7K,March_06_2024,Spring
Rockville,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Rhode Island Ave,PM Peak (3pm-7pm),1.1K,March_06_2024,Spring
Reston Town Center,PM Peak (3pm-7pm),0.3K,March_06_2024,Spring
Potomac Yard,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Potomac Ave,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Pentagon City,PM Peak (3pm-7pm),2.3K,March_06_2024,Spring
Pentagon,PM Peak (3pm-7pm),4.9K,March_06_2024,Spring
North Bethesda,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
NoMa-Gallaudet U,PM Peak (3pm-7pm),4.1K,March_06_2024,Spring
New Carrollton,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Naylor Road,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Navy Yard-Ballpark,PM Peak (3pm-7pm),3.3K,March_06_2024,Spring
Mt Vernon Sq,PM Peak (3pm-7pm),1.2K,March_06_2024,Spring
Morgan Boulevard,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Minnesota Ave,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Metro Center,PM Peak (3pm-7pm),9.2K,March_06_2024,Spring
Medical Center,PM Peak (3pm-7pm),2.0K,March_06_2024,Spring
McPherson Sq,PM Peak (3pm-7pm),4.8K,March_06_2024,Spring
McLean,PM Peak (3pm-7pm),1.4K,March_06_2024,Spring
Loudoun Gateway,PM Peak (3pm-7pm),0.1K,March_06_2024,Spring
Landover,PM Peak (3pm-7pm),0.1K,March_06_2024,Spring
L'Enfant Plaza,PM Peak (3pm-7pm),7.2K,March_06_2024,Spring
King St-Old Town,PM Peak (3pm-7pm),1.1K,March_06_2024,Spring
Judiciary Square,PM Peak (3pm-7pm),2.8K,March_06_2024,Spring
Innovation Center,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Hyattsville Crossing,PM Peak (3pm-7pm),0.7K,March_06_2024,Spring
Huntington,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Herndon,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Grosvenor-Strathmore,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Greensboro,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Greenbelt,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Glenmont,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Georgia Ave-Petworth,PM Peak (3pm-7pm),1.3K,March_06_2024,Spring
Gallery Place,PM Peak (3pm-7pm),6.3K,March_06_2024,Spring
Friendship Heights,PM Peak (3pm-7pm),1.3K,March_06_2024,Spring
Franconia-Springfield,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Fort Totten,PM Peak (3pm-7pm),1.4K,March_06_2024,Spring
Forest Glen,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Foggy Bottom-GWU,PM Peak (3pm-7pm),7.7K,March_06_2024,Spring
Federal Triangle,PM Peak (3pm-7pm),3.6K,March_06_2024,Spring
Federal Center SW,PM Peak (3pm-7pm),2.1K,March_06_2024,Spring
Farragut West,PM Peak (3pm-7pm),7.9K,March_06_2024,Spring
Farragut North,PM Peak (3pm-7pm),8.2K,March_06_2024,Spring
Eisenhower Ave,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Eastern Market,PM Peak (3pm-7pm),1.2K,March_06_2024,Spring
East Falls Church,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Dupont Circle,PM Peak (3pm-7pm),4.7K,March_06_2024,Spring
Dunn Loring,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Dulles Airport,PM Peak (3pm-7pm),0.7K,March_06_2024,Spring
Downtown Largo,PM Peak (3pm-7pm),0.3K,March_06_2024,Spring
Deanwood,PM Peak (3pm-7pm),0.3K,March_06_2024,Spring
Crystal City,PM Peak (3pm-7pm),2.5K,March_06_2024,Spring
Court House,PM Peak (3pm-7pm),1.1K,March_06_2024,Spring
Congress Heights,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Columbia Heights,PM Peak (3pm-7pm),3.1K,March_06_2024,Spring
College Park-U of Md,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Cleveland Park,PM Peak (3pm-7pm),0.6K,March_06_2024,Spring
Clarendon,PM Peak (3pm-7pm),0.8K,March_06_2024,Spring
Cheverly,PM Peak (3pm-7pm),0.1K,March_06_2024,Spring
Capitol South,PM Peak (3pm-7pm),3.8K,March_06_2024,Spring
Capitol Heights,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Brookland-CUA,PM Peak (3pm-7pm),1.7K,March_06_2024,Spring
Branch Ave,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Braddock Road,PM Peak (3pm-7pm),0.5K,March_06_2024,Spring
Bethesda,PM Peak (3pm-7pm),1.9K,March_06_2024,Spring
Benning Road,PM Peak (3pm-7pm),0.4K,March_06_2024,Spring
Ballston-MU,PM Peak (3pm-7pm),2.0K,March_06_2024,Spring
Ashburn,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Arlington Cemetery,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Archives,PM Peak (3pm-7pm),3.6K,March_06_2024,Spring
Anacostia,PM Peak (3pm-7pm),1.3K,March_06_2024,Spring
Addison Road,PM Peak (3pm-7pm),0.2K,March_06_2024,Spring
Woodley Park,Midday (9:30am-3pm),0.9K,March_06_2024,Spring
Wiehle-Reston East,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Wheaton,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
West Hyattsville,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
West Falls Church,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Waterfront,Midday (9:30am-3pm),0.9K,March_06_2024,Spring
Virginia Sq-GMU,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Vienna,Midday (9:30am-3pm),0.8K,March_06_2024,Spring
Van Ness-UDC,Midday (9:30am-3pm),0.9K,March_06_2024,Spring
Van Dorn Street,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Union Station,Midday (9:30am-3pm),3.1K,March_06_2024,Spring
U Street,Midday (9:30am-3pm),1.0K,March_06_2024,Spring
Tysons,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Twinbrook,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Tenleytown-AU,Midday (9:30am-3pm),1.1K,March_06_2024,Spring
Takoma,Midday (9:30am-3pm),1.0K,March_06_2024,Spring
Suitland,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Stadium-Armory,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Spring Hill,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
Southern Ave,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Smithsonian,Midday (9:30am-3pm),1.1K,March_06_2024,Spring
Silver Spring,Midday (9:30am-3pm),1.5K,March_06_2024,Spring
Shaw-Howard U,Midday (9:30am-3pm),0.8K,March_06_2024,Spring
Shady Grove,Midday (9:30am-3pm),1.1K,March_06_2024,Spring
Rosslyn,Midday (9:30am-3pm),1.7K,March_06_2024,Spring
Ronald Reagan Washington National Airport,Midday (9:30am-3pm),1.6K,March_06_2024,Spring
Rockville,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Rhode Island Ave,Midday (9:30am-3pm),1.3K,March_06_2024,Spring
Reston Town Center,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
Potomac Yard,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Potomac Ave,Midday (9:30am-3pm),0.7K,March_06_2024,Spring
Pentagon City,Midday (9:30am-3pm),2.0K,March_06_2024,Spring
Pentagon,Midday (9:30am-3pm),1.6K,March_06_2024,Spring
North Bethesda,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
NoMa-Gallaudet U,Midday (9:30am-3pm),2.2K,March_06_2024,Spring
New Carrollton,Midday (9:30am-3pm),0.7K,March_06_2024,Spring
Naylor Road,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Navy Yard-Ballpark,Midday (9:30am-3pm),1.3K,March_06_2024,Spring
Mt Vernon Sq,Midday (9:30am-3pm),0.8K,March_06_2024,Spring
Morgan Boulevard,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
Minnesota Ave,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Metro Center,Midday (9:30am-3pm),2.5K,March_06_2024,Spring
Medical Center,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
McPherson Sq,Midday (9:30am-3pm),1.4K,March_06_2024,Spring
McLean,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Loudoun Gateway,Midday (9:30am-3pm),0.0K,March_06_2024,Spring
Landover,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
L'Enfant Plaza,Midday (9:30am-3pm),2.1K,March_06_2024,Spring
King St-Old Town,Midday (9:30am-3pm),1.1K,March_06_2024,Spring
Judiciary Square,Midday (9:30am-3pm),1.0K,March_06_2024,Spring
Innovation Center,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
Hyattsville Crossing,Midday (9:30am-3pm),0.8K,March_06_2024,Spring
Huntington,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Herndon,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
Grosvenor-Strathmore,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Greensboro,Midday (9:30am-3pm),0.2K,March_06_2024,Spring
Greenbelt,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Glenmont,Midday (9:30am-3pm),0.7K,March_06_2024,Spring
Georgia Ave-Petworth,Midday (9:30am-3pm),1.2K,March_06_2024,Spring
Gallery Place,Midday (9:30am-3pm),2.3K,March_06_2024,Spring
Friendship Heights,Midday (9:30am-3pm),1.1K,March_06_2024,Spring
Franconia-Springfield,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Fort Totten,Midday (9:30am-3pm),1.7K,March_06_2024,Spring
Forest Glen,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Foggy Bottom-GWU,Midday (9:30am-3pm),2.8K,March_06_2024,Spring
Federal Triangle,Midday (9:30am-3pm),0.8K,March_06_2024,Spring
Federal Center SW,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Farragut West,Midday (9:30am-3pm),2.0K,March_06_2024,Spring
Farragut North,Midday (9:30am-3pm),2.0K,March_06_2024,Spring
Eisenhower Ave,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Eastern Market,Midday (9:30am-3pm),1.0K,March_06_2024,Spring
East Falls Church,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Dupont Circle,Midday (9:30am-3pm),2.2K,March_06_2024,Spring
Dunn Loring,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Dulles Airport,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Downtown Largo,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Deanwood,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Crystal City,Midday (9:30am-3pm),1.3K,March_06_2024,Spring
Court House,Midday (9:30am-3pm),0.8K,March_06_2024,Spring
Congress Heights,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Columbia Heights,Midday (9:30am-3pm),2.1K,March_06_2024,Spring
College Park-U of Md,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Cleveland Park,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Clarendon,Midday (9:30am-3pm),0.6K,March_06_2024,Spring
Cheverly,Midday (9:30am-3pm),0.1K,March_06_2024,Spring
Capitol South,Midday (9:30am-3pm),1.5K,March_06_2024,Spring
Capitol Heights,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Brookland-CUA,Midday (9:30am-3pm),1.2K,March_06_2024,Spring
Branch Ave,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Braddock Road,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Bethesda,Midday (9:30am-3pm),1.1K,March_06_2024,Spring
Benning Road,Midday (9:30am-3pm),0.5K,March_06_2024,Spring
Ballston-MU,Midday (9:30am-3pm),1.2K,March_06_2024,Spring
Ashburn,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Arlington Cemetery,Midday (9:30am-3pm),0.4K,March_06_2024,Spring
Archives,Midday (9:30am-3pm),0.9K,March_06_2024,Spring
Anacostia,Midday (9:30am-3pm),1.2K,March_06_2024,Spring
Addison Road,Midday (9:30am-3pm),0.3K,March_06_2024,Spring
Woodley Park,AM Peak (Open-9:30am),1.4K,March_06_2024,Spring
Wiehle-Reston East,AM Peak (Open-9:30am),1.1K,March_06_2024,Spring
Wheaton,AM Peak (Open-9:30am),1.1K,March_06_2024,Spring
West Hyattsville,AM Peak (Open-9:30am),1.5K,March_06_2024,Spring
West Falls Church,AM Peak (Open-9:30am),0.9K,March_06_2024,Spring
Waterfront,AM Peak (Open-9:30am),1.1K,March_06_2024,Spring
Virginia Sq-GMU,AM Peak (Open-9:30am),1.2K,March_06_2024,Spring
Vienna,AM Peak (Open-9:30am),3.0K,March_06_2024,Spring
Van Ness-UDC,AM Peak (Open-9:30am),1.5K,March_06_2024,Spring
Van Dorn Street,AM Peak (Open-9:30am),1.0K,March_06_2024,Spring
Union Station,AM Peak (Open-9:30am),5.3K,March_06_2024,Spring
U Street,AM Peak (Open-9:30am),1.6K,March_06_2024,Spring
Tysons,AM Peak (Open-9:30am),0.3K,March_06_2024,Spring
Twinbrook,AM Peak (Open-9:30am),1.2K,March_06_2024,Spring
Tenleytown-AU,AM Peak (Open-9:30am),1.1K,March_06_2024,Spring
Takoma,AM Peak (Open-9:30am),2.0K,March_06_2024,Spring
Suitland,AM Peak (Open-9:30am),1.6K,March_06_2024,Spring
Stadium-Armory,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
Spring Hill,AM Peak (Open-9:30am),0.2K,March_06_2024,Spring
Southern Ave,AM Peak (Open-9:30am),1.8K,March_06_2024,Spring
Smithsonian,AM Peak (Open-9:30am),0.2K,March_06_2024,Spring
Silver Spring,AM Peak (Open-9:30am),3.0K,March_06_2024,Spring
Shaw-Howard U,AM Peak (Open-9:30am),1.1K,March_06_2024,Spring
Shady Grove,AM Peak (Open-9:30am),4.1K,March_06_2024,Spring
Rosslyn,AM Peak (Open-9:30am),2.3K,March_06_2024,Spring
Ronald Reagan Washington National Airport,AM Peak (Open-9:30am),0.6K,March_06_2024,Spring
Rockville,AM Peak (Open-9:30am),1.3K,March_06_2024,Spring
Rhode Island Ave,AM Peak (Open-9:30am),1.9K,March_06_2024,Spring
Reston Town Center,AM Peak (Open-9:30am),0.4K,March_06_2024,Spring
Potomac Yard,AM Peak (Open-9:30am),0.7K,March_06_2024,Spring
Potomac Ave,AM Peak (Open-9:30am),1.5K,March_06_2024,Spring
Pentagon City,AM Peak (Open-9:30am),2.8K,March_06_2024,Spring
Pentagon,AM Peak (Open-9:30am),2.7K,March_06_2024,Spring
North Bethesda,AM Peak (Open-9:30am),0.9K,March_06_2024,Spring
NoMa-Gallaudet U,AM Peak (Open-9:30am),3.8K,March_06_2024,Spring
New Carrollton,AM Peak (Open-9:30am),2.2K,March_06_2024,Spring
Naylor Road,AM Peak (Open-9:30am),0.9K,March_06_2024,Spring
Navy Yard-Ballpark,AM Peak (Open-9:30am),2.1K,March_06_2024,Spring
Mt Vernon Sq,AM Peak (Open-9:30am),1.0K,March_06_2024,Spring
Morgan Boulevard,AM Peak (Open-9:30am),0.7K,March_06_2024,Spring
Minnesota Ave,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
Metro Center,AM Peak (Open-9:30am),0.9K,March_06_2024,Spring
Medical Center,AM Peak (Open-9:30am),0.5K,March_06_2024,Spring
McPherson Sq,AM Peak (Open-9:30am),1.4K,March_06_2024,Spring
McLean,AM Peak (Open-9:30am),0.4K,March_06_2024,Spring
Loudoun Gateway,AM Peak (Open-9:30am),0.2K,March_06_2024,Spring
Landover,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
L'Enfant Plaza,AM Peak (Open-9:30am),1.5K,March_06_2024,Spring
King St-Old Town,AM Peak (Open-9:30am),1.6K,March_06_2024,Spring
Judiciary Square,AM Peak (Open-9:30am),0.4K,March_06_2024,Spring
Innovation Center,AM Peak (Open-9:30am),0.4K,March_06_2024,Spring
Hyattsville Crossing,AM Peak (Open-9:30am),1.4K,March_06_2024,Spring
Huntington,AM Peak (Open-9:30am),2.4K,March_06_2024,Spring
Herndon,AM Peak (Open-9:30am),0.7K,March_06_2024,Spring
Grosvenor-Strathmore,AM Peak (Open-9:30am),1.6K,March_06_2024,Spring
Greensboro,AM Peak (Open-9:30am),0.3K,March_06_2024,Spring
Greenbelt,AM Peak (Open-9:30am),1.9K,March_06_2024,Spring
Glenmont,AM Peak (Open-9:30am),2.5K,March_06_2024,Spring
Georgia Ave-Petworth,AM Peak (Open-9:30am),1.9K,March_06_2024,Spring
Gallery Place,AM Peak (Open-9:30am),1.0K,March_06_2024,Spring
Friendship Heights,AM Peak (Open-9:30am),1.6K,March_06_2024,Spring
Franconia-Springfield,AM Peak (Open-9:30am),2.5K,March_06_2024,Spring
Fort Totten,AM Peak (Open-9:30am),3.4K,March_06_2024,Spring
Forest Glen,AM Peak (Open-9:30am),1.0K,March_06_2024,Spring
Foggy Bottom-GWU,AM Peak (Open-9:30am),1.7K,March_06_2024,Spring
Federal Triangle,AM Peak (Open-9:30am),0.1K,March_06_2024,Spring
Federal Center SW,AM Peak (Open-9:30am),0.3K,March_06_2024,Spring
Farragut West,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
Farragut North,AM Peak (Open-9:30am),0.6K,March_06_2024,Spring
Eisenhower Ave,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
Eastern Market,AM Peak (Open-9:30am),1.4K,March_06_2024,Spring
East Falls Church,AM Peak (Open-9:30am),1.7K,March_06_2024,Spring
Dupont Circle,AM Peak (Open-9:30am),2.5K,March_06_2024,Spring
Dunn Loring,AM Peak (Open-9:30am),1.3K,March_06_2024,Spring
Dulles Airport,AM Peak (Open-9:30am),0.2K,March_06_2024,Spring
Downtown Largo,AM Peak (Open-9:30am),1.8K,March_06_2024,Spring
Deanwood,AM Peak (Open-9:30am),0.5K,March_06_2024,Spring
Crystal City,AM Peak (Open-9:30am),2.2K,March_06_2024,Spring
Court House,AM Peak (Open-9:30am),2.1K,March_06_2024,Spring
Congress Heights,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
Columbia Heights,AM Peak (Open-9:30am),2.7K,March_06_2024,Spring
College Park-U of Md,AM Peak (Open-9:30am),0.9K,March_06_2024,Spring
Cleveland Park,AM Peak (Open-9:30am),1.1K,March_06_2024,Spring
Clarendon,AM Peak (Open-9:30am),1.3K,March_06_2024,Spring
Cheverly,AM Peak (Open-9:30am),0.4K,March_06_2024,Spring
Capitol South,AM Peak (Open-9:30am),0.8K,March_06_2024,Spring
Capitol Heights,AM Peak (Open-9:30am),0.9K,March_06_2024,Spring
Brookland-CUA,AM Peak (Open-9:30am),1.7K,March_06_2024,Spring
Branch Ave,AM Peak (Open-9:30am),2.1K,March_06_2024,Spring
Braddock Road,AM Peak (Open-9:30am),1.4K,March_06_2024,Spring
Bethesda,AM Peak (Open-9:30am),2.0K,March_06_2024,Spring
Benning Road,AM Peak (Open-9:30am),1.2K,March_06_2024,Spring
Ballston-MU,AM Peak (Open-9:30am),2.7K,March_06_2024,Spring
Ashburn,AM Peak (Open-9:30am),1.0K,March_06_2024,Spring
Arlington Cemetery,AM Peak (Open-9:30am),0.0K,March_06_2024,Spring
Archives,AM Peak (Open-9:30am),0.2K,March_06_2024,Spring
Anacostia,AM Peak (Open-9:30am),1.6K,March_06_2024,Spring
Addison Road,AM Peak (Open-9:30am),1.0K,March_06_2024,Spring
Woodley Park,Late Night (12am-Close),0.0K,March_23_2024,Spring
Wiehle-Reston East,Late Night (12am-Close),0.0K,March_23_2024,Spring
Wheaton,Late Night (12am-Close),0.0K,March_23_2024,Spring
West Hyattsville,Late Night (12am-Close),0.0K,March_23_2024,Spring
West Falls Church,Late Night (12am-Close),0.0K,March_23_2024,Spring
Waterfront,Late Night (12am-Close),0.1K,March_23_2024,Spring
Virginia Sq-GMU,Late Night (12am-Close),0.0K,March_23_2024,Spring
Vienna,Late Night (12am-Close),0.0K,March_23_2024,Spring
Van Ness-UDC,Late Night (12am-Close),0.0K,March_23_2024,Spring
Van Dorn Street,Late Night (12am-Close),0.0K,March_23_2024,Spring
Union Station,Late Night (12am-Close),0.0K,March_23_2024,Spring
U Street,Late Night (12am-Close),0.3K,March_23_2024,Spring
Tysons,Late Night (12am-Close),0.0K,March_23_2024,Spring
Twinbrook,Late Night (12am-Close),0.0K,March_23_2024,Spring
Tenleytown-AU,Late Night (12am-Close),0.0K,March_23_2024,Spring
Takoma,Late Night (12am-Close),0.0K,March_23_2024,Spring
Suitland,Late Night (12am-Close),0.0K,March_23_2024,Spring
Stadium-Armory,Late Night (12am-Close),0.0K,March_23_2024,Spring
Spring Hill,Late Night (12am-Close),0.0K,March_23_2024,Spring
Southern Ave,Late Night (12am-Close),0.0K,March_23_2024,Spring
Smithsonian,Late Night (12am-Close),0.0K,March_23_2024,Spring
Silver Spring,Late Night (12am-Close),0.0K,March_23_2024,Spring
Shaw-Howard U,Late Night (12am-Close),0.1K,March_23_2024,Spring
Shady Grove,Late Night (12am-Close),0.0K,March_23_2024,Spring
Rosslyn,Late Night (12am-Close),0.0K,March_23_2024,Spring
Ronald Reagan Washington National Airport,Late Night (12am-Close),0.0K,March_23_2024,Spring
Rockville,Late Night (12am-Close),0.0K,March_23_2024,Spring
Rhode Island Ave,Late Night (12am-Close),0.0K,March_23_2024,Spring
Reston Town Center,Late Night (12am-Close),0.0K,March_23_2024,Spring
Potomac Yard,Late Night (12am-Close),0.0K,March_23_2024,Spring
Potomac Ave,Late Night (12am-Close),0.0K,March_23_2024,Spring
Pentagon City,Late Night (12am-Close),0.0K,March_23_2024,Spring
Pentagon,Late Night (12am-Close),0.0K,March_23_2024,Spring
North Bethesda,Late Night (12am-Close),0.0K,March_23_2024,Spring
NoMa-Gallaudet U,Late Night (12am-Close),0.1K,March_23_2024,Spring
New Carrollton,Late Night (12am-Close),0.0K,March_23_2024,Spring
Naylor Road,Late Night (12am-Close),0.0K,March_23_2024,Spring
Navy Yard-Ballpark,Late Night (12am-Close),0.1K,March_23_2024,Spring
Mt Vernon Sq,Late Night (12am-Close),0.1K,March_23_2024,Spring
Morgan Boulevard,Late Night (12am-Close),0.0K,March_23_2024,Spring
Minnesota Ave,Late Night (12am-Close),0.0K,March_23_2024,Spring
Metro Center,Late Night (12am-Close),0.1K,March_23_2024,Spring
Medical Center,Late Night (12am-Close),0.0K,March_23_2024,Spring
McPherson Sq,Late Night (12am-Close),0.1K,March_23_2024,Spring
McLean,Late Night (12am-Close),0.0K,March_23_2024,Spring
Loudoun Gateway,Late Night (12am-Close),0.0K,March_23_2024,Spring
Landover,Late Night (12am-Close),0.0K,March_23_2024,Spring
L'Enfant Plaza,Late Night (12am-Close),0.1K,March_23_2024,Spring
King St-Old Town,Late Night (12am-Close),0.0K,March_23_2024,Spring
Judiciary Square,Late Night (12am-Close),0.0K,March_23_2024,Spring
Innovation Center,Late Night (12am-Close),0.0K,March_23_2024,Spring
Hyattsville Crossing,Late Night (12am-Close),0.0K,March_23_2024,Spring
Huntington,Late Night (12am-Close),0.0K,March_23_2024,Spring
Herndon,Late Night (12am-Close),0.0K,March_23_2024,Spring
Grosvenor-Strathmore,Late Night (12am-Close),0.0K,March_23_2024,Spring
Greensboro,Late Night (12am-Close),0.0K,March_23_2024,Spring
Greenbelt,Late Night (12am-Close),0.0K,March_23_2024,Spring
Glenmont,Late Night (12am-Close),0.0K,March_23_2024,Spring
Georgia Ave-Petworth,Late Night (12am-Close),0.0K,March_23_2024,Spring
Gallery Place,Late Night (12am-Close),0.3K,March_23_2024,Spring
Friendship Heights,Late Night (12am-Close),0.0K,March_23_2024,Spring
Franconia-Springfield,Late Night (12am-Close),0.0K,March_23_2024,Spring
Fort Totten,Late Night (12am-Close),0.0K,March_23_2024,Spring
Forest Glen,Late Night (12am-Close),0.0K,March_23_2024,Spring
Foggy Bottom-GWU,Late Night (12am-Close),0.1K,March_23_2024,Spring
Federal Triangle,Late Night (12am-Close),0.0K,March_23_2024,Spring
Federal Center SW,Late Night (12am-Close),0.0K,March_23_2024,Spring
Farragut West,Late Night (12am-Close),0.1K,March_23_2024,Spring
Farragut North,Late Night (12am-Close),0.1K,March_23_2024,Spring
Eisenhower Ave,Late Night (12am-Close),0.0K,March_23_2024,Spring
Eastern Market,Late Night (12am-Close),0.0K,March_23_2024,Spring
East Falls Church,Late Night (12am-Close),0.0K,March_23_2024,Spring
Dupont Circle,Late Night (12am-Close),0.3K,March_23_2024,Spring
Dunn Loring,Late Night (12am-Close),0.0K,March_23_2024,Spring
Dulles Airport,Late Night (12am-Close),0.0K,March_23_2024,Spring
Downtown Largo,Late Night (12am-Close),0.0K,March_23_2024,Spring
Deanwood,Late Night (12am-Close),0.0K,March_23_2024,Spring
Crystal City,Late Night (12am-Close),0.0K,March_23_2024,Spring
Court House,Late Night (12am-Close),0.0K,March_23_2024,Spring
Congress Heights,Late Night (12am-Close),0.0K,March_23_2024,Spring
Columbia Heights,Late Night (12am-Close),0.1K,March_23_2024,Spring
College Park-U of Md,Late Night (12am-Close),0.0K,March_23_2024,Spring
Cleveland Park,Late Night (12am-Close),0.0K,March_23_2024,Spring
Clarendon,Late Night (12am-Close),0.1K,March_23_2024,Spring
